"sample_id","cell_type","technology","M1","M2_A","M2_B"
"human3_lib4.final_cell_0753","endothelial","inDrop3",0.122448979751968,0.0204081808569045,0.455267919344915
"human3_lib4.final_cell_0757","ductal","inDrop3",0.30580848404255,0.363602814753638,0.455238587345361
"human3_lib4.final_cell_0762","acinar","inDrop3",0.611955501491987,0.632041469808344,0.455474029725353
"human3_lib4.final_cell_0769","delta","inDrop3",0.938775496460673,0.938723824948494,0.455323632998362
"human3_lib4.final_cell_0774","ductal","inDrop3",0.245249959496338,0.326500577507761,0.455292506326166
"human3_lib4.final_cell_0782","gamma","inDrop3",0.959186746263145,0.95918412927397,0.455410312699389
"human3_lib4.final_cell_0785","gamma","inDrop3",0.959183673531425,0.959176004026083,0.455844776969425
"human3_lib4.final_cell_0786","gamma","inDrop3",0.97959183671278,0.979591828668003,0.455673791249777
"human3_lib4.final_cell_0788","beta","inDrop3",0.877547423995845,0.794961961092934,0.455296277384028
"human3_lib4.final_cell_0793","acinar","inDrop3",0.610350860909896,0.630018577855483,0.455356905522234
"human3_lib4.final_cell_0795","quiescent_stellate","inDrop3",0.166245747774537,0.205864444198274,0.455458526234377
"human3_lib4.final_cell_0796","quiescent_stellate","inDrop3",0.183660037981511,0.204081715019716,0.455776025197319
"human3_lib4.final_cell_0799","alpha","inDrop3",0.827569650280365,0.774113776627708,0.455552865545679
"human3_lib4.final_cell_0807","alpha","inDrop3",0.795947112798628,0.795907989050733,0.456083933092425
"human3_lib4.final_cell_0817","gamma","inDrop3",0.934898049032938,0.755894824258523,0.455409488009572
"human3_lib4.final_cell_0818","endothelial","inDrop3",0.122448979591829,0.0408162891664521,0.4556639813309
"human3_lib4.final_cell_0819","quiescent_stellate","inDrop3",0.163296065965572,0.224080571862484,0.455577475257816
"human3_lib4.final_cell_0828","quiescent_stellate","inDrop3",0.734582152807841,0.285647819841603,0.455839023348239
"human3_lib4.final_cell_0831","alpha","inDrop3",0.813647903625018,0.777279356658958,0.455351167872543
"human3_lib4.final_cell_0832","activated_stellate","inDrop3",0.202193182935737,0.229325632985377,0.455814064096313
"human3_lib4.final_cell_0842","endothelial","inDrop3",0.122448979591837,0.0408132421094422,0.455138134756618
"human3_lib4.final_cell_0844","endothelial","inDrop3",0.122448979591837,0.0403825809337273,0.455066047990984
"human3_lib4.final_cell_0845","beta","inDrop3",0.877552493080663,0.83680405510489,0.455318003504392
"human3_lib4.final_cell_0846","quiescent_stellate","inDrop3",0.203877579470242,0.243220634224554,0.455806275283712
"human3_lib4.final_cell_0847","endothelial","inDrop3",0.122448981343793,0.0204081713200646,0.455182461471926
"human3_lib4.final_cell_0852","activated_stellate","inDrop3",0.163390650092558,0.22162350563709,0.455232476832821
"human3_lib4.final_cell_0853","quiescent_stellate","inDrop3",0.163283820725729,0.224488544743777,0.456275948984843
"human3_lib4.final_cell_0858","beta","inDrop3",0.877492191456568,0.836707684673213,0.455388100193046
"human3_lib4.final_cell_0859","activated_stellate","inDrop3",0.204081961294878,0.244891647966246,0.456191568161127
"human3_lib4.final_cell_0863","delta","inDrop3",0.938775905634028,0.938772286284785,0.455288201752993
"human3_lib4.final_cell_0864","quiescent_stellate","inDrop3",0.166605563147736,0.224671827206245,0.455329403203705
"human3_lib4.final_cell_0872","delta","inDrop3",0.952978159420911,0.938782536324745,0.455363774914157
"human3_lib4.final_cell_0873","ductal","inDrop3",0.305109224616258,0.32889238150398,0.455565584215326
"human3_lib4.final_cell_0876","endothelial","inDrop3",0.122450113779775,0.0204081704117813,0.455310172808932
"human3_lib4.final_cell_0878","beta","inDrop3",0.798937839184322,0.798823044449901,0.455405046354253
"human3_lib4.final_cell_0883","schwann","inDrop3",0.734693876921251,0.285711063007381,0.458025512193891
"human3_lib4.final_cell_0886","macrophage","inDrop3",0.326530612295647,0.245695413428699,0.979591829588219
"human3_lib4.final_cell_0887","endothelial","inDrop3",0.142807684553588,0.0204081704117813,0.45624131282736
"human3_lib4.final_cell_0889","beta","inDrop3",0.877580559467793,0.837363093626928,0.455275381634613
"human3_lib4.final_cell_0892","quiescent_stellate","inDrop3",0.183656142949243,0.204081691895973,0.455327956646277
"human3_lib4.final_cell_0893","acinar","inDrop3",0.602550302041824,0.628290805127081,0.455283453929954
